name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Austin, TX USA",2024-07-30,94.2,78.7,85.2,103.3,78.7,91.1,74.3,71.6,0,0,0,rain,0,0,24.3,13.6,162.5,1014,65.9,9.6,259.5,22.4,9,60,2024-07-30T06:48:45,2024-07-30T20:25:47,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-07-31,95.6,78.9,85.5,103.1,78.9,89.9,72.3,67.3,0,0,0,rain,0,0,28.9,12.8,166.6,1014.5,39,9,266,23,9,60,2024-07-31T06:49:21,2024-07-31T20:25:04,0.87,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-01,96.5,75.4,84.9,101.3,75.4,87.8,71.1,66.9,0,0,0,rain,0,0,19.2,10.2,169.7,1017.6,34,9.1,275.3,23.9,9,30,2024-08-01T06:49:58,2024-08-01T20:24:19,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-02,98.2,76.7,86.7,105.6,76.7,92.2,73.2,67.5,0,0,0,,0,0,14.3,6.5,171.5,1017.4,18.2,9.8,271,23.4,9,60,2024-08-02T06:50:34,2024-08-02T20:23:33,0.94,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-03,98,74.9,87.4,105.8,74.9,92.8,72.4,64.1,0,0,0,,0,0,13.4,6.8,124.6,1013.8,15.5,9.8,254,21.9,10,60,2024-08-03T06:51:10,2024-08-03T20:22:46,0.97,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-04,95.6,73.3,84.1,105.4,73.3,88.9,72.6,69.8,0.692,100,12.5,rain,0,0,32.7,6.5,72.3,1012.7,27.4,9.3,150.5,13,7,60,2024-08-04T06:51:47,2024-08-04T20:21:58,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-05,96.3,74,85,99.9,74,88,70.4,65.5,0,0,0,rain,0,0,11.6,5.7,85.9,1014.8,14.6,9.8,281.5,24.3,9,30,2024-08-05T06:52:23,2024-08-05T20:21:08,0.04,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-06,98,75.9,86.8,102.4,75.9,90.2,70.3,61.7,0,0,0,rain,0,0,16.1,8.1,102.3,1015.1,7.8,9.7,266,23.1,9,30,2024-08-06T06:53:00,2024-08-06T20:20:18,0.07,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-07,101.2,76.5,88.9,108.1,76.5,93.7,71,58.9,0,0,0,,0,0,18.3,7.3,154,1010.7,10.1,9.8,251.4,21.7,9,60,2024-08-07T06:53:36,2024-08-07T20:19:26,0.11,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-08,99.8,76,88.1,102.9,76,91.7,69.8,58.2,0,0,0,,0,0,16.3,9.2,113.8,1009.4,2.7,9.8,276.7,23.9,9,60,2024-08-08T06:54:12,2024-08-08T20:18:33,0.14,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-09,98.2,76.3,87,107.9,76.3,92.4,71.9,63,0.075,100,12.5,rain,0,0,33.3,8.9,41.6,1013.8,19.7,9.8,229.5,19.7,9,60,2024-08-09T06:54:48,2024-08-09T20:17:39,0.17,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-10,97.8,75.7,85.8,107.4,75.7,91.2,73,67.6,0.007,100,4.17,rain,0,0,19.7,11.4,92.4,1017.3,22.9,9.7,227.3,19.7,9,75,2024-08-10T06:55:24,2024-08-10T20:16:44,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-11,97.8,77.6,87.1,105.4,77.6,92,72.4,64.6,0,0,0,,0,0,24.2,14.1,138.8,1016.1,13,9.7,269,23.3,9,60,2024-08-11T06:56:00,2024-08-11T20:15:49,0.24,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-12,99.2,75.2,87.2,106.7,75.2,92.7,72.5,64.9,0,0,0,,0,0,20.2,10.9,160.5,1014.6,25.9,9.8,276.4,23.9,9,60,2024-08-12T06:56:36,2024-08-12T20:14:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,C2969,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-13,98.5,77.6,87.3,105,77.6,92.7,72.9,65.4,0,0,0,,0,0,25.7,11.4,162.9,1015.1,22.3,9.5,231.9,20,9,60,2024-08-13T06:57:12,2024-08-13T20:13:54,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-14,98.7,77.6,87.4,105.4,77.6,92.8,72.7,64.7,0,0,0,,0,0,22.8,9.2,181.2,1014.6,18.1,9.9,225.7,19.2,9,60,2024-08-14T06:57:47,2024-08-14T20:12:55,0.33,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-15,99.8,78.3,88.1,105.7,78.3,92.9,72,62.6,0,0,0,rain,0,0,20.8,11.4,178.5,1013.5,20.4,9.9,263.9,22.6,9,75,2024-08-15T06:58:23,2024-08-15T20:11:55,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-16,99.8,78.9,88.6,106.1,78.9,93.1,71.5,61.3,0,0,0,,0,0,21.7,11.4,187.1,1013.9,23.8,9.9,271.6,23.3,9,60,2024-08-16T06:58:58,2024-08-16T20:10:54,0.4,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-17,99.6,77,88.4,105.1,77,92.8,71.2,61,0,0,0,,0,0,18.3,6.9,164.5,1013.9,12.2,9.9,272.3,23.6,9,60,2024-08-17T06:59:33,2024-08-17T20:09:53,0.43,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-18,100.8,78.6,89.2,105.6,78.6,93.5,69.9,56.7,0,0,0,,0,0,18.3,10.3,150.5,1014.2,16.6,9.9,260,22.6,8,60,2024-08-18T07:00:08,2024-08-18T20:08:51,0.47,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-19,103.5,75.1,89.2,106.1,75.1,91.9,67.7,53.6,0,0,0,,0,0,15.4,6.9,199.7,1014.8,8.7,9.9,252.8,21.8,8,30,2024-08-19T07:00:43,2024-08-19T20:07:47,0.5,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-20,105.6,78.8,90.9,107.3,78.8,92.8,64.1,44.4,0,0,0,,0,0,15.9,6.9,186.5,1014.4,6.6,9.9,265.2,23,8,10,2024-08-20T07:01:18,2024-08-20T20:06:43,0.53,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-21,107.5,77.7,92.5,110.7,77.7,95.9,67.4,48.1,0,0,0,,0,0,15.2,7.8,171.6,1013.3,4,9.9,259.5,22.2,8,30,2024-08-21T07:01:53,2024-08-21T20:05:39,0.57,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-22,105.7,79.6,92.4,112.3,79.6,98.3,70,51.6,0,0,0,rain,0,0,22.8,10.5,150.7,1012.8,4.6,9.9,255.9,22.2,8,60,2024-08-22T07:02:27,2024-08-22T20:04:33,0.6,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-23,100.4,79,87.4,110.2,79,93.7,72.8,64.4,0.066,100,4.17,rain,0,0,34.1,13.9,152.4,1015.3,15.7,9.8,242.6,21,9,75,2024-08-23T07:03:02,2024-08-23T20:03:27,0.64,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-24,97.8,76.5,86.4,101.2,76.5,89.6,70.7,63.8,0,0,0,,0,0,23.3,10,138.4,1016.8,17.9,9.7,233.1,20.2,9,60,2024-08-24T07:03:36,2024-08-24T20:02:20,0.67,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-25,96.2,75.9,86,99.4,75.9,88.1,68.2,59.5,0,0,0,,0,0,19.7,7.3,88.9,1017.5,17.5,9.8,196.3,17,9,30,2024-08-25T07:04:10,2024-08-25T20:01:12,0.71,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-26,91.1,74.3,80.5,94.6,74.3,83.2,71,74,0.012,100,8.33,rain,0,0,34.4,10.9,107.2,1018.2,30.8,9.8,179.5,15.5,9,30,2024-08-26T07:04:44,2024-08-26T20:00:04,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-27,90.7,73.2,78.7,94.3,73.2,80.4,71.6,80.6,0.551,100,33.33,rain,0,0,29,10.8,85.1,1017.6,47.5,9.1,205.3,17.9,9,30,2024-08-27T07:05:18,2024-08-27T19:58:55,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-28,93.8,74.4,81.2,98.4,74.4,83.7,72,76.6,0.016,100,8.33,rain,0,0,34.2,15.1,130.1,1016.4,49.6,9.6,206.1,17.9,9,60,2024-08-28T07:05:52,2024-08-28T19:57:46,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-29,92.6,72.8,81.6,96.6,72.8,84.4,70.7,72.2,0,0,0,rain,0,0,20.8,10.4,95.6,1015,59.7,9.9,210.2,18.1,9,30,2024-08-29T07:06:25,2024-08-29T19:56:36,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-30,92.6,74.6,83.2,97.3,74.6,86.2,71.4,69.9,0,0,0,,0,0,24.1,11.8,75.4,1014.3,52.4,9.8,211.1,18.2,9,30,2024-08-30T07:06:59,2024-08-30T19:55:25,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-08-31,93.8,74.6,83.7,98.9,74.6,86.6,70.4,66.4,0,0,0,,0,0,24.3,14,36.4,1013.5,32,9.9,221.4,19.2,9,10,2024-08-31T07:07:32,2024-08-31T19:54:14,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-01,93.5,75.6,84.1,99.7,75.6,87.3,70.8,66.4,0,0,0,rain,0,0,28.2,16,35.5,1012.7,59.1,9.9,207.7,18,9,30,2024-09-01T07:08:06,2024-09-01T19:53:02,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-02,91.5,77.3,83.6,97.2,77.3,87.5,72.1,69.6,0.005,100,8.33,rain,0,0,27,13.6,70.8,1013.2,90.4,9.9,185,16,10,30,2024-09-02T07:08:39,2024-09-02T19:51:50,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-03,88.7,75.1,81,95.1,75.1,83.9,72.9,77.2,0.257,100,12.5,rain,0,0,29.8,10.9,69,1013.7,84.5,9.6,98.8,8.5,4,30,2024-09-03T07:09:12,2024-09-03T19:50:38,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-04,88.9,74,79.7,96,74,82.2,71.1,76.3,0.001,100,4.17,rain,0,0,23.6,13.2,17.5,1015.5,55.2,9.8,156.8,13.5,10,10,2024-09-04T07:09:45,2024-09-04T19:49:25,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-05,86.9,74.8,78.6,93.8,74.8,80,70.6,76.9,0.03,100,12.5,rain,0,0,28.9,11.9,10.1,1015.8,75.2,9.7,91.7,7.8,6,10,2024-09-05T07:10:18,2024-09-05T19:48:12,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-06,90.9,74.3,81.3,93.5,74.3,82.6,69.1,68.9,0,0,0,,0,0,29.8,16.2,17.2,1014.6,50.1,9.9,231.4,19.9,10,10,2024-09-06T07:10:51,2024-09-06T19:46:58,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-07,91,71.1,80.2,88.6,71.1,79.7,60.3,55,0,0,0,,0,0,40.2,25.3,18.5,1015.3,4.8,9.9,258.3,22.4,8,10,2024-09-07T07:11:24,2024-09-07T19:45:44,0.15,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-08,87.1,65.2,75.4,83.9,65.2,74.6,49,42.9,0,0,0,,0,0,30.7,15.2,20.7,1016.5,4,9.9,268.5,23.3,9,10,2024-09-08T07:11:57,2024-09-08T19:44:30,0.19,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-09,89.1,60.7,74.6,85.8,60.7,73.6,47,41.1,0,0,0,,0,0,29.9,13.9,22.2,1017,5.5,9.9,260,22.4,9,10,2024-09-09T07:12:29,2024-09-09T19:43:16,0.22,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-10,91.7,65.9,79.4,92.1,65.9,79.8,56.9,47.1,0,0,0,,0,0,26.4,12.3,34.3,1012.7,36,9.9,223,19.2,8,10,2024-09-10T07:13:02,2024-09-10T19:42:01,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-11,91,74,80.9,91.5,74,81.6,66.8,65.1,0,0,0,rain,0,0,23.4,12.7,21.9,1009,49.9,9.9,198.7,17.1,9,10,2024-09-11T07:13:35,2024-09-11T19:40:46,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-12,92.6,71.2,81,94.3,71.2,81.7,66.7,65.4,0,0,0,rain,0,0,17.2,9.1,25.6,1008.6,47.3,9.9,226.7,19.6,9,10,2024-09-12T07:14:08,2024-09-12T19:39:31,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-13,98.3,68.3,82.3,104.5,68.3,84.9,67.3,63.9,0,0,0,,0,0,23,12,202.1,1010.4,13.2,9.9,234.4,20.5,8,30,2024-09-13T07:14:40,2024-09-13T19:38:16,0.35,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-14,98.3,74.9,86,104,74.9,89.4,70.3,62.7,0,0,0,,0,0,19.9,9,199,1010.6,21,9.8,223.4,19.2,8,30,2024-09-14T07:15:13,2024-09-14T19:37:00,0.39,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-15,98.6,76.5,86.2,100.7,76.5,88.6,68.5,59.5,0,0,0,,0,0,23.3,9.7,144,1011,13.4,9.8,238.4,20.5,8,30,2024-09-15T07:15:46,2024-09-15T19:35:45,0.42,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-16,96.3,73,84.7,99.8,73,86.7,66.5,56.7,0,0,0,rain,0,0,11.6,6.8,68.2,1012,16.3,9.9,238.5,20.8,8,10,2024-09-16T07:16:19,2024-09-16T19:34:29,0.45,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-17,95.9,73.6,84.8,100.1,73.6,87.5,67.9,58.9,0,0,0,,0,0,15,6.9,88.7,1011.5,39.4,9.8,204.6,17.5,7,10,2024-09-17T07:16:52,2024-09-17T19:33:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-18,98,74.9,86.1,103.9,74.9,89.8,70.7,63.3,0,0,0,,0,0,21.9,10.4,154.6,1010,38.6,9.8,244.1,21.2,8,30,2024-09-18T07:17:25,2024-09-18T19:31:57,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-19,98,77.9,86.5,102.9,77.9,90.6,72.1,65.7,0,0,0,,0,0,19,9,159.6,1010.5,39.6,9.9,232.3,20.1,8,30,2024-09-19T07:17:58,2024-09-19T19:30:42,0.55,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-20,98.2,77.6,86.8,102.6,77.6,90.8,71.4,64.7,0,0,0,,0,0,17.7,6.5,141.7,1010.2,38.1,9.8,219.1,19.1,9,30,2024-09-20T07:18:31,2024-09-20T19:29:26,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-21,96.1,76.2,85.6,98.2,76.2,87.7,69.3,62.9,0,0,0,,0,0,21.9,10.4,152.7,1010.4,28.2,9.6,223.8,19.4,8,30,2024-09-21T07:19:04,2024-09-21T19:28:10,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-22,96.1,74.3,84.6,98.7,74.3,86.8,69.4,64.4,0,0,0,rain,0,0,19.7,10.7,164,1010.6,54.6,9.8,187.8,16.1,8,10,2024-09-22T07:19:38,2024-09-22T19:26:55,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-23,91.7,76.4,83.2,96.1,76.4,85.7,69.9,66,0,0,0,,0,0,19.9,10.2,32.4,1011.5,59.8,9.9,179,15.5,7,30,2024-09-23T07:20:11,2024-09-23T19:25:39,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-24,93.6,73.5,82.2,97.9,73.5,84.1,69.2,67.2,0,0,0,rain,0,0,25.3,13.4,54.7,1011.1,40.6,9.9,174.7,15,8,60,2024-09-24T07:20:45,2024-09-24T19:24:24,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-25,93.5,73,80.2,97.8,73,81.3,67.1,66.8,0,0,0,rain,0,0,30.6,13.8,357.6,1010.7,10.2,9.9,227.4,19.5,8,60,2024-09-25T07:21:19,2024-09-25T19:23:08,0.76,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-26,88.8,65.8,76.7,86.2,65.8,76.1,55.9,52.1,0,0,0,,0,0,28.2,14.3,9.2,1011.5,2.8,9.9,236.3,20.4,8,10,2024-09-26T07:21:53,2024-09-26T19:21:53,0.79,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-27,93,63.1,77.3,89.9,63.1,76.2,52.8,46.5,0,0,0,,0,0,19.8,10.8,351.2,1009.9,0,9.9,237.8,20.5,9,10,2024-09-27T07:22:27,2024-09-27T19:20:39,0.83,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-28,94,64.7,78.4,91,64.7,77.3,53.4,46.3,0,0,0,,0,0,22.5,13.2,0.1,1012.1,0,9.9,233.3,20.1,8,10,2024-09-28T07:23:01,2024-09-28T19:19:24,0.86,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-29,93.5,59.3,77.2,89.6,59.3,76,51.3,45.9,0,0,0,,0,0,21.9,16.1,15,1013,7.3,9.9,235.1,20.3,8,10,2024-09-29T07:23:36,2024-09-29T19:18:10,0.9,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-09-30,95.7,63,80.1,93.5,63,79.4,56.6,48.2,0,0,0,,0,0,11.6,7.7,25.2,1012.8,3.4,9.9,230.8,19.8,8,10,2024-09-30T07:24:11,2024-09-30T19:16:56,0.93,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-01,96,66.3,81.7,93.7,66.3,80.9,57.6,48.7,0,0,0,,0,0,25.9,10.5,19.2,1016.1,8.7,9.9,210.5,18.2,7,10,2024-10-01T07:24:46,2024-10-01T19:15:42,0.96,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-02,92.9,70,81.1,91.9,70,81,58.7,48.2,0,0,0,,0,0,23,9.4,37.3,1015.1,7.8,9.9,224,19.1,8,10,2024-10-02T07:25:21,2024-10-02T19:14:29,0,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-03,93.8,67.8,80.6,92.8,67.8,80.4,60,52.9,0,0,0,,0,0,21.6,10.1,97.7,1012.6,13.2,9.8,207.1,17.7,8,10,2024-10-03T07:25:57,2024-10-03T19:13:16,0.03,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-04,93.7,65.1,79.7,90.4,65.1,78.5,54.5,46.7,0,0,0,,0,0,26.4,16.5,36.8,1015.9,8,9.9,219.7,19,8,10,2024-10-04T07:26:32,2024-10-04T19:12:03,0.07,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-05,92.2,68.9,81.2,92.3,68.9,81.7,61.5,52.9,0,0,0,rain,0,0,16.1,7,51.8,1015.9,17.4,9.9,210.5,18.1,8,10,2024-10-05T07:27:08,2024-10-05T19:10:51,0.1,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-06,92.9,67.6,80.5,91.9,67.6,80.6,63,59.2,0,0,0,,0,0,23,11.7,37.5,1015.7,11.9,9.9,202.7,17.5,8,10,2024-10-06T07:27:45,2024-10-06T19:09:40,0.13,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-07,92.3,64.2,79.8,91.4,64.2,79.3,58,50.7,0,0,0,,0,0,27.7,13.5,25,1015.4,21.6,9.8,195.4,16.8,7,10,2024-10-07T07:28:22,2024-10-07T19:08:28,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-08,92.6,69,79.3,90.3,69,78.6,56.5,48.7,0,0,0,,0,0,25.8,13.5,26.2,1014,1.3,9.9,206.4,17.8,7,10,2024-10-08T07:28:59,2024-10-08T19:07:18,0.2,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-09,91.9,60.3,76.2,88.2,60.3,75.1,47.6,39.7,0,0,0,,0,0,14.1,4.4,18.2,1015.7,1.3,9.9,209.7,18.1,7,10,2024-10-09T07:29:36,2024-10-09T19:06:08,0.24,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-10,93.8,61.1,78,90.6,61.1,76.8,51.4,43.4,0,0,0,,0,0,13,6.6,106.9,1017.2,0.5,9.8,201.2,17.1,7,10,2024-10-10T07:30:14,2024-10-10T19:04:58,0.25,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-11,92,62.4,77.2,88.9,62.4,76.3,54.5,50.6,0,0,0,,0,0,18.3,8.6,165.8,1019.5,0,9.9,203.1,17.3,7,10,2024-10-11T07:30:52,2024-10-11T19:03:50,0.3,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
